state_abbr,county_clean,MonthlyCharge,Tenure,Churn_Flag,InternetService
NY,HERKIMER,184.967019,16.37219797,1,Fiber Optic
NE,THURSTON,147.442069,2.160066882,0,Fiber Optic
TX,PECOS,255.141716,1.871917709,1,Fiber Optic
TX,FISHER,159.947583,16.75283806,1,DSL
IL,BOND,210.105118,20.16532013,1,DSL
KY,CAMPBELL,164.971516,7.753271168,0,DSL
IL,EDGAR,127.511223,3.663316236,0,
AR,WHITE,152.466002,11.4488726,1,Fiber Optic
MO,ST LOUIS,169.944668,8.315973557,1,Fiber Optic
SC,GREENVILLE,139.99789,1.515290738,1,
IL,PEORIA,182.460772,9.324505434,0,Fiber Optic
KY,LAWRENCE,202.443347,10.16298067,1,Fiber Optic
OK,ALFALFA,232.62403,6.215774391,1,DSL
TX,TRAVIS,134.980139,2.667736094,0,
OH,CLINTON,154.975543,10.68004106,0,DSL
IA,DECATUR,182.460772,8.133269102,0,Fiber Optic
WV,LEWIS,204.963371,1.789830613,0,Fiber Optic
IA,WASHINGTON,220.161527,2.699998442,1,
NH,HILLSBOROUGH,222.665436,2.661310881,1,
PA,FRANKLIN,154.975543,23.10105854,0,DSL
TX,GREGG,127.442069,6.267383901,0,DSL
PA,CLEARFIELD,142.452604,6.856207666,1,DSL
WI,ST CROIX,149.962093,13.72354614,0,Fiber Optic
MA,MIDDLESEX,194.958118,24.3036064,0,Fiber Optic
PA,BEDFORD,154.991856,6.027648047,1,DSL
MN,WINONA,149.970715,9.490754438,1,
KS,JOHNSON,245.128318,9.727109482,1,DSL
NC,NASH,182.45383,19.93726012,0,Fiber Optic
MA,MIDDLESEX,144.960655,1.662826246,0,Fiber Optic
WA,CHELAN,220.161527,8.406444381,1,
MN,CARLTON,172.470522,2.405574983,0,DSL
NJ,CUMBERLAND,255.119794,14.10031907,1,DSL
MO,MACON,92.455141,4.186523762,0,DSL
KS,HARVEY,107.48056,14.93006551,1,
MO,MARION,235.159141,17.34018575,1,Fiber Optic
TN,RHEA,252.637807,7.858862202,1,Fiber Optic
ND,WALSH,152.455519,8.482460246,1,DSL
FL,LEE,162.460772,7.644184483,1,DSL
PA,BUTLER,92.455141,13.82541752,0,DSL
MD,CECIL,159.965008,7.772523197,0,Fiber Optic
IA,LEE,204.963371,24.77634001,0,Fiber Optic
TX,PANOLA,190.173699,13.28713487,0,
MI,WASHTENAW,175.02109,6.403155881,1,
KS,DICKINSON,242.657291,15.08846657,1,
IL,EFFINGHAM,202.636202,8.785452901,1,DSL
NE,CHERRY,187.642236,6.820250541,1,
OH,MUSKINGUM,290.160419,3.319853958,1,Fiber Optic
OH,WAYNE,164.978458,13.84769517,0,DSL
NE,LANCASTER,194.969934,16.15614223,0,Fiber Optic
WI,MARATHON,242.610632,7.860641328,1,DSL
KY,MARION,124.964303,6.805071944,0,Fiber Optic
NM,CIBOLA,222.660939,7.712199324,1,
OR,MARION,137.468388,5.402712746,1,
WV,WYOMING,232.641455,2.066037377,1,Fiber Optic
CT,NEW HAVEN,154.991856,3.752354376,1,DSL
NY,MONROE,194.966286,11.32652677,1,DSL
OH,MONTGOMERY,232.622804,17.96501147,0,Fiber Optic
TX,DENTON,257.684139,1.051188042,1,
MS,GRENADA,162.452604,13.63916478,0,Fiber Optic
VA,CARROLL,92.455141,16.64092048,0,DSL
MD,WASHINGTON,184.961033,1.042724425,1,DSL
NY,COLUMBIA,172.462354,17.1001258,1,Fiber Optic
PA,MONTGOMERY,112.455141,2.779431223,0,Fiber Optic
TX,MILLS,149.99153,15.12166154,0,Fiber Optic
IL,LASALLE,162.468917,2.661325529,0,Fiber Optic
WA,SNOHOMISH,127.473844,5.118556082,1,DSL
NC,ASHE,127.458638,7.217041327,1,
CO,GUNNISON,240.114868,2.693860703,1,Fiber Optic
CA,SAN LUIS OBISPO,162.500489,6.441555523,0,
AL,MOBILE,184.967019,10.2452503,0,Fiber Optic
NY,KINGS,242.632554,15.18036042,1,Fiber Optic
TX,CAMERON,232.62403,21.61213506,1,DSL
MS,WEBSTER,149.970715,4.576705489,0,
VT,WASHINGTON,255.133571,8.661116617,1,DSL
WA,KITSAP,202.649979,23.68987753,1,DSL
FL,LEVY,287.642733,10.73057042,1,Fiber Optic
MN,WRIGHT,144.960655,9.46447702,0,Fiber Optic
MN,HENNEPIN,129.977753,4.106981469,0,DSL
TX,DENTON,117.483475,2.851017432,0,
SC,AIKEN,152.479779,6.418130939,1,Fiber Optic
WA,KING,230.134352,17.56134872,1,
VA,SUSSEX,232.670689,7.351090778,1,
MS,MONROE,124.964303,5.867164261,0,Fiber Optic
OH,MUSKINGUM,247.664655,2.095488213,1,DSL
GA,BARTOW,159.951231,3.312263064,1,Fiber Optic
SD,LAKE,207.638588,6.766267697,1,
ID,ADA,247.664655,2.542844079,1,DSL
TX,BAILEY,207.475448,1.796607335,1,DSL
CA,ORANGE,230.105118,1.921647847,1,Fiber Optic
IN,TIPPECANOE,177.48762,8.248755691,0,DSL
FL,LAKE,154.961766,21.77701838,0,DSL
MA,BRISTOL,235.137219,14.42671843,1,DSL
NC,DURHAM,92.455141,16.11472911,0,DSL
MN,STEARNS,162.45383,22.89696344,0,DSL
VA,GOOCHLAND,207.609354,9.273178876,1,Fiber Optic
CA,SHASTA,182.497044,8.154668093,0,Fiber Optic
MI,LEELANAU,242.610632,7.775144828,1,DSL
VT,ADDISON,107.481989,2.932159225,0,DSL
PA,MIFFLIN,149.988989,10.25226518,1,
MS,HINDS,147.478341,11.89492044,0,Fiber Optic
FL,OKALOOSA,152.47417,8.210220142,1,DSL
SC,SUMTER,179.965581,8.884543585,0,Fiber Optic
ME,WALDO,220.132293,6.577676916,1,Fiber Optic
TX,BROOKS,204.979684,2.92969581,0,Fiber Optic
OK,OSAGE,255.166453,8.013365588,1,
NY,OSWEGO,150.020764,1.84841935,0,
OR,LANE,179.947583,1.884992328,1,Fiber Optic
IN,MARION,117.472036,9.783296825,0,
WY,PARK,220.161527,12.70583343,0,
WA,SNOHOMISH,152.510442,9.705809585,0,DSL
OK,GRADY,157.483594,15.12645563,0,Fiber Optic
CA,SAN MATEO,134.950905,7.179893502,0,Fiber Optic
SC,BERKELEY,102.474625,9.984220981,0,
WV,BRAXTON,137.483594,3.024806192,1,DSL
WV,LEWIS,184.978458,10.27742832,0,Fiber Optic
TX,VICTORIA,169.974105,12.92578188,0,Fiber Optic
IL,BUREAU,107.528648,9.585621689,0,
WI,DODGE,124.964303,14.74280934,0,Fiber Optic
AK,YUKON-KOYUKUK,114.972827,12.54841227,0,Fiber Optic
NC,WASHINGTON,129.948316,3.999140345,1,DSL
NY,MONROE,204.961033,1.251588197,1,Fiber Optic
TN,HAMILTON,200.165175,12.16872039,1,
NH,CARROLL,262.610632,6.624439911,1,Fiber Optic
OH,MONTGOMERY,262.610632,5.643360294,1,Fiber Optic
ME,WALDO,220.132293,4.499945782,1,Fiber Optic
WI,JUNEAU,242.628057,6.57513059,1,Fiber Optic
IA,TAMA,192.440432,11.76797971,1,Fiber Optic
NY,MONROE,192.456745,13.22141934,0,Fiber Optic
NY,CHENANGO,159.965008,1.997833268,0,Fiber Optic
MI,GENESEE,92.455141,3.787548072,0,DSL
TX,PALO PINTO,149.974105,16.00167972,0,DSL
NC,MONTGOMERY,222.649979,11.34130832,0,Fiber Optic
CA,SAN FRANCISCO,265.128318,5.252073829,1,Fiber Optic
FL,PINELLAS,194.974431,18.00704355,1,Fiber Optic
CA,SONOMA,139.95684,18.29765062,0,Fiber Optic
VA,FAIRFAX,95.019486,5.755833887,0,
NJ,WARREN,129.976324,2.111376258,0,
MO,TEXAS,92.455141,12.24494477,0,DSL
IN,HAMILTON,120.004928,11.46566243,0,DSL
MA,WORCESTER,112.455141,9.858971643,0,Fiber Optic
GA,TREUTLEN,187.656013,17.31776736,1,
PA,NORTHUMBERLAND,162.452604,6.811138598,0,Fiber Optic
CA,LOS ANGELES,147.442069,14.26734448,1,Fiber Optic
TX,VICTORIA,204.963371,1.360201959,1,Fiber Optic
NV,WASHOE,157.483594,11.59782994,0,Fiber Optic
NJ,UNION,190.12704,7.399248624,1,DSL
NY,SUFFOLK,204.979684,1.358818331,0,Fiber Optic
NE,DUNDY,159.983006,10.5309984,0,Fiber Optic
WI,DOUGLAS,187.642236,9.630236452,1,
GA,MUSCOGEE,204.949594,19.79804917,0,Fiber Optic
NY,ST LAWRENCE,112.455141,16.86058234,0,Fiber Optic
VA,CUMBERLAND,144.960655,13.40891729,0,Fiber Optic
ID,ADA,220.132293,3.857491515,1,Fiber Optic
LA,POINTE COUPEE,92.455141,8.703568707,0,DSL
WV,HANCOCK,242.657291,20.40555252,0,
ID,CLEARWATER,137.469817,1.747076331,1,DSL
TN,GIBSON,127.481989,24.02275725,0,Fiber Optic
MS,PEARL RIVER,127.478341,8.006997906,0,DSL
NY,GREENE,147.471303,6.563038653,0,
IL,DOUGLAS,169.967067,5.291754183,1,
LA,VERNON,137.439154,15.18780416,0,Fiber Optic
PA,LEHIGH,114.972827,10.38039309,0,Fiber Optic
IA,IOWA,149.977753,14.45556293,0,Fiber Optic
PA,ERIE,190.12704,7.32906366,1,DSL
KY,MAGOFFIN,174.961766,9.351000629,0,Fiber Optic
NY,ERIE,162.511928,10.86852566,1,
NY,LIVINGSTON,104.962874,3.997019354,0,
AL,ETOWAH,174.958118,2.231526082,1,DSL
WV,PUTNAM,252.62403,2.384942381,1,Fiber Optic
MN,GOODHUE,157.483594,4.992706522,1,Fiber Optic
LA,ST CHARLES,127.488728,7.827055149,0,
NY,CLINTON,275.119794,2.153167182,1,Fiber Optic
NM,TORRANCE,159.994242,8.209710913,0,
VA,DINWIDDIE,172.503404,7.19812868,1,
FL,PASCO,212.641455,7.40216226,1,DSL
CA,KERN,204.963371,18.37212028,1,Fiber Optic
AL,MARSHALL,169.992756,5.731198479,0,Fiber Optic
ID,GOODING,172.470522,2.497790261,1,DSL
VA,NORFOLK,162.482694,2.745220008,0,Fiber Optic
OH,GALLIA,124.97808,3.386665328,0,Fiber Optic
KS,LEAVENWORTH,207.49737,3.032321354,1,Fiber Optic
TX,CASS,179.947583,2.678577227,0,Fiber Optic
PA,FAYETTE,139.95684,6.678176681,0,Fiber Optic
FL,PALM BEACH,182.483267,6.211504434,0,Fiber Optic
NJ,UNION,235.137219,13.56958731,1,DSL
GA,COLUMBIA,200.132293,9.727742106,1,DSL
NV,CLARK,162.497044,7.18546062,1,DSL
WI,DOUGLAS,175.133074,7.039839728,1,
IL,COOK,172.457857,18.7939759,0,Fiber Optic
OH,SCIOTO,149.944668,4.510537408,0,DSL
ID,CLARK,162.460772,15.73628072,1,DSL
OH,COLUMBIANA,79.978861,10.94833173,0,
KY,MCCREARY,194.976769,7.434237932,1,Fiber Optic
ND,MCHENRY,152.457857,34.80793399,0,DSL
ID,BEAR LAKE,117.472036,2.871999386,0,
PA,GREENE,242.657291,16.3364928,1,
CA,SIERRA,94.972827,2.596050259,0,DSL
MD,BALTIMORE,182.490006,2.389328443,1,
MI,MISSAUKEE,95.005709,3.56722345,0,
WI,SAUK,127.442069,9.626754665,1,DSL
TX,HAMILTON,152.495236,6.044266101,0,
WV,BARBOUR,149.99153,6.531735637,1,Fiber Optic
CO,TELLER,127.458638,1.512791057,1,
NJ,HUNTERDON,210.151777,3.390052702,1,
OH,OTTAWA,144.960655,25.36784311,0,Fiber Optic
IL,JACKSON,197.494455,10.91916339,1,Fiber Optic
NY,WYOMING,182.467607,6.775594861,1,Fiber Optic
MI,ALLEGAN,140.004928,15.71428993,0,Fiber Optic
ND,TRAILL,124.993537,3.005659256,0,
PA,NORTHAMPTON,245.145743,2.811977672,1,Fiber Optic
FL,PALM BEACH,232.622804,12.85056526,1,Fiber Optic
NJ,OCEAN,172.462354,4.385448215,0,Fiber Optic
WV,RANDOLPH,137.497825,5.798532598,0,
IL,IROQUOIS,162.467607,15.54170472,0,DSL
MO,CALLAWAY,172.470522,11.92905011,1,DSL
PA,WASHINGTON,164.971516,5.037146238,1,DSL
TX,NACOGDOCHES,159.965581,3.259826777,1,DSL
WV,MARSHALL,232.637807,12.52485764,1,DSL
MA,SUFFOLK,172.510442,5.220501553,0,Fiber Optic
CA,CALAVERAS,159.965008,10.4843853,1,Fiber Optic
MA,HAMPDEN,172.47417,3.835182255,0,Fiber Optic
CA,MERCED,169.967067,7.918255804,0,
CA,LOS ANGELES,174.988208,6.136751688,0,DSL
NV,CLARK,147.503078,20.00794461,0,
CA,SAN BERNARDINO,124.960655,22.37864487,0,DSL
ME,KENNEBEC,265.128318,17.05603447,1,Fiber Optic
WI,RACINE,169.944668,2.48527604,0,Fiber Optic
OH,HIGHLAND,182.467607,10.1127187,1,Fiber Optic
IL,LASALLE,137.487242,11.59620573,0,Fiber Optic
CA,HUMBOLDT,202.649979,15.21980082,1,DSL
AR,IZARD,225.145743,10.19944078,1,DSL
FL,SARASOTA,255.119794,6.135854482,1,DSL
TX,HARRIS,159.983006,11.04013684,0,Fiber Optic
IA,DECATUR,184.963371,2.24841574,1,DSL
IA,KOSSUTH,159.965008,13.03967126,0,Fiber Optic
VA,CHESAPEAKE,265.146969,3.637134041,1,Fiber Optic
ND,BURLEIGH,152.462354,9.660168743,1,DSL
MO,LAFAYETTE,142.500692,8.721771003,0,DSL
NY,OTSEGO,204.961033,24.37711744,1,Fiber Optic
NJ,CAMDEN,164.988941,7.017918254,0,Fiber Optic
WA,ADAMS,127.506726,1.235589507,0,
MI,ONTONAGON,124.97808,3.892424053,0,Fiber Optic
VT,WASHINGTON,127.473844,21.6132385,0,DSL
OK,DELAWARE,137.487242,4.238632927,0,Fiber Optic
CA,VENTURA,202.649979,22.04436191,1,DSL
VA,ACCOMACK,230.134352,1.770031252,1,
MA,FRANKLIN,187.609354,1.00025934,1,DSL
VA,RAPPAHANNOCK,137.487242,21.1307851,0,Fiber Optic
NY,ONEIDA,212.669463,21.4708673,1,
VT,LAMOILLE,114.983787,16.56587766,0,
PA,YORK,175.133074,23.11577242,0,
IL,BUREAU,172.457857,8.355760951,0,Fiber Optic
PA,ALLEGHENY,277.63748,14.21751959,1,Fiber Optic
PR,BAYAMON,187.609354,11.42145103,1,DSL
MO,LINCOLN,159.951231,10.99607752,0,Fiber Optic
HI,HAWAII,102.474625,2.867284438,0,
NY,PUTNAM,229.993134,8.205103396,1,Fiber Optic
OH,FRANKLIN,162.460772,9.878308737,1,DSL
NY,ALBANY,139.983006,3.27055489,0,DSL
CO,GRAND,92.455141,13.59949293,0,DSL
FL,VOLUSIA,222.628057,7.757685471,1,DSL
NE,CASS,247.664655,10.98734966,1,DSL
NJ,CAPE MAY,162.45383,7.98560378,0,DSL
OK,OKLAHOMA,207.609354,3.391969552,1,Fiber Optic
VA,CHARLOTTE,172.470522,6.393598693,0,DSL
MN,WABASHA,137.461553,19.13168856,0,
NC,GRANVILLE,169.967067,10.98841039,1,
OR,TILLAMOOK,240.114868,1.268992493,1,Fiber Optic
LA,SABINE,164.978458,11.23691953,0,DSL
WI,RUSK,184.978458,14.64298089,1,Fiber Optic
KY,CARTER,204.979684,12.57273206,0,Fiber Optic
MA,SUFFOLK,149.97755,4.266309981,1,
CA,MARIN,164.971516,14.51274009,0,DSL
MA,BARNSTABLE,129.977753,16.01233793,0,DSL
AK,WADE HAMPTON,169.967067,14.7212152,0,
WI,MARATHON,184.963371,5.947501617,1,DSL
IA,LOUISA,152.479779,26.68008793,0,Fiber Optic
WV,GRANT,179.947583,24.77325806,0,Fiber Optic
OK,WASHITA,162.465269,8.856546048,0,DSL
PA,FAYETTE,119.95684,6.12261616,0,DSL
PA,NORTHAMPTON,169.937833,8.69123648,1,Fiber Optic
WV,LOGAN,174.975543,7.443067222,0,Fiber Optic
TX,DENTON,192.440432,4.30774917,1,Fiber Optic
TX,MONTGOMERY,147.460067,1.277136149,0,Fiber Optic
OK,WASHINGTON,142.515576,1.722680046,1,
NE,CUSTER,255.155493,6.217715978,1,Fiber Optic
GA,COLQUITT,182.446995,5.412980331,1,Fiber Optic
IN,MARION,182.467607,21.67433467,0,Fiber Optic
NH,HILLSBOROUGH,185.007692,3.99171522,1,
TX,STARR,199.990219,20.93887792,0,DSL
MI,CHIPPEWA,119.989722,5.794641025,0,
CA,SANTA CLARA,174.958118,14.91152829,1,DSL
TX,EDWARDS,275.133571,6.22614246,1,Fiber Optic
MI,ANTRIM,217.472533,6.093194674,0,Fiber Optic
NJ,MIDDLESEX,150.0208,10.28304,1,
IL,MONROE,242.6573,10.50826,1,
NC,SCOTLAND,204.961,1.229945,1,Fiber Optic
AL,CULLMAN,139.9568,13.29584,0,Fiber Optic
FL,PALM BEACH,129.9915,2.105603,1,DSL
UT,UTAH,242.6326,7.976237,1,Fiber Optic
UT,UTAH,144.9607,1.293553,0,Fiber Optic
AR,POINSETT,275.1336,5.982479,0,Fiber Optic
KS,KEARNY,235.1372,1.26105,1,DSL
LA,ST MARY,177.4945,7.698157,1,DSL
FL,PALM BEACH,139.965,2.175619,1,DSL
NY,YATES,162.4608,9.390135,1,DSL
PA,BUTLER,130.0064,20.16124,0,
CA,KERN,172.4579,8.433722,1,Fiber Optic
TX,TRAVIS,169.9378,3.081551,0,Fiber Optic
NY,ALLEGANY,184.9634,18.2156,1,DSL
MO,WASHINGTON,172.4885,14.80885,1,DSL
TX,GILLESPIE,245.1457,3.151239,1,Fiber Optic
NM,DONA ANA,230.1051,16.81532,1,Fiber Optic
MN,STEARNS,252.624,1.954899,1,Fiber Optic
WA,KING,192.4567,5.111408,0,Fiber Optic
NC,ONSLOW,117.4392,11.42056,0,DSL
PA,CAMBRIA,172.4404,8.954465,0,DSL
TX,TARRANT,162.4608,7.387825,0,DSL
PA,PHILADELPHIA,139.9816,3.943222,0,
FL,PINELLAS,104.9781,10.47338,0,DSL
OH,MARION,232.6378,4.773251,1,DSL
CA,TUOLUMNE,137.4836,4.510318,1,DSL
NY,NEW YORK,167.4847,3.843142,1,DSL
WV,POCAHONTAS,275.1336,11.38469,1,Fiber Optic
MI,OAKLAND,132.4798,7.178731,1,DSL
CA,SONOMA,169.9447,3.434965,0,Fiber Optic
WV,HARRISON,104.9643,11.93639,0,DSL
NE,SARPY,114.9728,2.155733,0,Fiber Optic
KS,WYANDOTTE,159.965,4.600655,0,Fiber Optic
MA,WORCESTER,149.9378,7.376158,1,DSL
IL,TAZEWELL,152.509,4.573172,0,
AK,ANCHORAGE,149.9447,7.231407,1,DSL
MS,COPIAH,212.6557,9.84106,1,
KY,FAYETTE,104.9629,6.204958,0,
OH,STARK,172.4579,8.962444,0,Fiber Optic
IL,COOK,159.9349,23.24675,0,Fiber Optic
CO,ROUTT,144.9607,8.716735,0,Fiber Optic
MA,BARNSTABLE,277.6513,11.71454,1,Fiber Optic
IL,MCHENRY,159.9656,3.08799,1,DSL
NY,ULSTER,242.6143,2.051002,1,Fiber Optic
MO,DUNKLIN,160.0013,25.17478,0,Fiber Optic
PA,LANCASTER,174.9755,19.50558,1,Fiber Optic
NC,CABARRUS,152.4742,6.645141,0,DSL
MN,RAMSEY,117.4392,7.793232,0,DSL
PA,ALLEGHENY,230.1051,13.37596,1,Fiber Optic
TX,COLLIN,172.4567,11.5352,1,DSL
NC,PERSON,152.4798,6.025694,0,Fiber Optic
WA,PIERCE,242.6106,2.051657,1,DSL
VA,FAUQUIER,149.9776,8.082833,0,
AR,BAXTER,192.4404,2.654262,0,Fiber Optic
IA,ADAIR,117.4858,2.104985,0,
WV,BRAXTON,127.4601,16.59389,0,DSL
IA,SIOUX,107.4806,31.32024,0,
OR,MULTNOMAH,102.4746,21.03542,0,
CA,SHASTA,232.624,3.465896,1,DSL
ND,WELLS,222.6281,12.4962,1,DSL
VA,FAIRFAX,214.9663,13.63369,0,Fiber Optic
IN,MONROE,127.4421,11.75027,0,DSL
NJ,CAMDEN,139.9816,10.32943,0,
KS,LEAVENWORTH,172.4624,8.333131,0,Fiber Optic
IN,RANDOLPH,257.6513,9.602383,1,DSL
NY,CHENANGO,169.9447,22.37984,0,Fiber Optic
NY,ORANGE,172.4579,9.061231,0,Fiber Optic
KY,HENRY,172.4624,2.402087,0,Fiber Optic
WI,BUFFALO,142.4526,12.85483,0,DSL
KY,BALLARD,207.6386,5.430488,1,
TX,LIVE OAK,124.9781,5.26792,0,Fiber Optic
MD,ANNE ARUNDEL,169.9378,6.799748,1,Fiber Optic
PA,CLINTON,149.9598,8.954573,0,Fiber Optic
MI,MACOMB,117.4872,2.499923,0,DSL
NJ,HUNTERDON,184.9853,8.084289,0,Fiber Optic
OK,HUGHES,92.5018,7.978289,0,
VA,CLARKE,252.624,11.61721,1,Fiber Optic
MO,GREENE,114.9838,26.27061,0,
MD,PRINCE GEORGES,220.1323,9.881597,1,Fiber Optic
CT,HARTFORD,194.9663,4.969544,1,DSL
WI,LANGLADE,137.4392,14.86711,0,Fiber Optic
PA,CAMBRIA,200.1652,12.47887,1,
WA,KING,162.4827,2.958575,1,Fiber Optic
MI,WAYNE,129.9778,9.955486,1,DSL
PA,GREENE,149.9447,17.08264,1,DSL
CA,LOS ANGELES,194.9744,12.12823,1,Fiber Optic
WV,BARBOUR,152.5104,9.832835,0,DSL
PA,CHESTER,240.1149,3.737401,1,Fiber Optic
KY,LETCHER,147.4564,4.791566,0,DSL
VT,CHITTENDEN,192.4705,22.04122,0,Fiber Optic
NY,ROCKLAND,104.9781,6.86392,0,DSL
CO,CHAFFEE,192.4404,5.855847,1,Fiber Optic
FL,HILLSBOROUGH,117.4858,3.744207,0,
MT,SANDERS,152.4624,7.809364,0,DSL
NY,SUFFOLK,230.1051,30.1778,1,Fiber Optic
SC,OCONEE,172.4705,5.66162,1,DSL
NM,ROOSEVELT,232.6378,11.50316,1,DSL
TX,HEMPHILL,217.484,6.818283,1,Fiber Optic
MS,CHICKASAW,164.9785,10.48149,1,DSL
NJ,PASSAIC,172.5104,5.459489,0,Fiber Optic
PA,MONTGOMERY,159.9642,6.363764,1,
NY,OTSEGO,139.9678,12.03582,0,
WI,SHEBOYGAN,127.4421,11.07943,0,DSL
IA,SAC,240.1149,13.0511,1,Fiber Optic
OK,CLEVELAND,202.4433,18.381,1,Fiber Optic
VA,NORTHAMPTON,107.4958,11.87278,1,DSL
AR,COLUMBIA,172.4871,8.182907,1,
CO,LARIMER,137.4684,6.765777,0,
IL,WAYNE,142.4526,12.31839,1,DSL
CO,LAS ANIMAS,232.6378,5.173292,1,DSL
MO,BATES,172.4441,6.23273,1,Fiber Optic
KS,ATCHISON,242.6143,4.252913,1,Fiber Optic
TX,LLANO,220.1478,10.99952,1,
OK,ATOKA,159.9942,7.831744,1,
TN,LAWRENCE,174.991,8.944195,1,
CO,EL PASO,252.6378,19.72758,0,Fiber Optic
SD,CLARK,197.6288,5.003409,1,
IN,SPENCER,174.9768,11.53174,1,DSL
NY,PUTNAM,242.6326,14.29414,1,Fiber Optic
WA,JEFFERSON,182.4538,28.28911,0,Fiber Optic
NY,CHAUTAUQUA,104.9643,27.98865,0,DSL
ND,GRIGGS,210.127,15.2109,0,Fiber Optic
CA,LOS ANGELES,92.45514,1.577215,0,DSL
PR,ISABELA,134.9509,16.85088,0,Fiber Optic
FL,ESCAMBIA,172.4441,16.6564,0,Fiber Optic
OK,MURRAY,237.6549,8.275832,1,DSL
NE,BUTLER,207.4673,1.789614,1,Fiber Optic
AR,PERRY,159.965,5.943865,0,Fiber Optic
MI,TUSCOLA,192.4404,11.4255,1,Fiber Optic
KS,KINGMAN,277.6375,29.35795,1,Fiber Optic
CA,FRESNO,149.9447,3.543665,1,DSL
CO,MESA,220.1323,1.75453,1,Fiber Optic
TX,MCLENNAN,149.9378,19.87069,0,DSL
MS,HARRISON,202.6829,9.637159,1,
CA,SISKIYOU,277.6375,7.658218,1,Fiber Optic
CA,SONOMA,242.6326,2.465822,1,Fiber Optic
MI,OCEANA,139.9568,8.353798,0,Fiber Optic
AR,FAULKNER,255.1372,9.37017,1,Fiber Optic
TX,HAMILTON,127.4887,3.362461,0,
TN,LOUDON,184.9496,8.394454,0,DSL
CA,MENDOCINO,107.4958,2.432366,1,DSL
AK,ANCHORAGE,104.9629,4.044068,1,
IN,MADISON,127.4958,13.17391,1,Fiber Optic
NY,OTSEGO,235.1591,1.375567,1,Fiber Optic
VT,WINDHAM,202.6362,24.34252,1,DSL
NJ,SUSSEX,225.1457,2.301376,1,DSL
SC,UNION,92.45514,16.64818,0,DSL
NC,CARTERET,149.9378,4.564096,0,DSL
NM,CURRY,132.466,5.29727,1,DSL
TX,LAVACA,212.6228,5.099454,1,DSL
CO,JEFFERSON,124.9781,6.03955,0,Fiber Optic
MS,RANKIN,124.9607,4.749684,0,DSL
UT,SALT LAKE,144.9607,21.61867,0,Fiber Optic
PA,BEDFORD,222.65,15.51194,1,Fiber Optic
MO,JACKSON,107.4806,1.319201,0,
TX,BEXAR,160.0013,8.66647,0,Fiber Optic
NC,SAMPSON,235.1591,2.748652,1,Fiber Optic
OH,HIGHLAND,240.1149,2.830635,1,Fiber Optic
PA,POTTER,184.9496,5.423869,1,DSL
TX,ECTOR,222.6326,12.09638,1,DSL
MN,ST LOUIS,117.4686,7.117565,0,DSL
WV,WYOMING,159.9349,6.575242,1,Fiber Optic
NC,DURHAM,262.6106,9.951059,1,Fiber Optic
NY,NIAGARA,210.127,7.890163,1,Fiber Optic
OR,LANE,147.4713,1.230987,0,
GA,COLUMBIA,247.6647,1.650984,1,DSL
FL,PALM BEACH,197.4725,5.237873,1,DSL
KS,SHAWNEE,194.9882,17.13556,0,Fiber Optic
MD,MONTGOMERY,162.447,3.708394,1,DSL
DE,SUSSEX,200.1465,5.582839,1,
FL,VOLUSIA,117.4835,16.02992,0,
IA,DALLAS,197.484,3.523461,1,DSL
OH,MERCER,114.9658,7.535729,1,
ND,WILLIAMS,172.4733,9.759887,1,
TX,HARRIS,117.4835,30.7698,0,
OH,SANDUSKY,202.65,12.43721,0,DSL
PA,CAMBRIA,245.175,6.739405,0,
WI,LA CROSSE,207.6094,3.383778,1,Fiber Optic
IL,BUREAU,137.4392,4.632153,0,Fiber Optic
MI,DELTA,124.9781,1.900671,0,Fiber Optic
ME,HANCOCK,220.1478,6.074592,1,
MA,ESSEX,134.9509,16.04075,0,Fiber Optic
IN,ST JOSEPH,202.4433,21.58352,1,Fiber Optic
NY,HERKIMER,159.9349,10.46977,1,Fiber Optic
MS,ALCORN,184.961,11.00764,0,DSL
WA,KING,194.9525,17.55138,0,DSL
NC,NORTHAMPTON,174.9581,7.675218,0,DSL
OK,PUSHMATAHA,222.6326,8.907101,1,DSL
KY,WHITLEY,184.9853,4.275019,1,Fiber Optic
TX,MONTGOMERY,117.4872,4.836004,1,DSL
FL,LEE,107.482,7.109947,0,DSL
MI,OTTAWA,159.9476,17.98438,1,DSL
WA,COWLITZ,212.6415,2.918826,1,DSL
UT,GRAND,162.4538,2.180679,1,DSL
WI,WALWORTH,167.4564,2.201845,0,Fiber Optic
PA,NORTHAMPTON,137.4836,4.418468,0,DSL
WA,STEVENS,127.475,4.798977,0,
MD,WORCESTER,245.1457,14.1687,1,Fiber Optic
MD,BALTIMORE,114.9509,4.927273,0,DSL
AZ,GRAHAM,124.9607,10.7285,0,DSL
CA,SAN FRANCISCO,172.4742,4.028152,0,Fiber Optic
OK,PITTSBURG,245.147,26.74209,1,DSL
MO,ST LOUIS,137.4836,4.029419,1,DSL
CA,HUMBOLDT,200.1185,19.68549,1,DSL
VT,LAMOILLE,194.9744,6.17382,0,Fiber Optic
NY,SUFFOLK,134.9509,3.990716,0,Fiber Optic
MS,TUNICA,172.4733,11.90634,0,
TN,WAYNE,265.1283,7.394788,1,Fiber Optic
AR,SHARP,104.9643,1.445549,0,DSL
MD,ANNE ARUNDEL,112.4551,8.696181,0,Fiber Optic
